iata,icao,unlocode,place_id,place_name,place_region,place_country
HMR,ENHA,,3154084,Hamar,Hedmark,NO
HMT,KHMT,USHMT,5356277,Hemet,California,US
HMV,ESUT,SEHMV,2722120,Björkfors,Västerbotten,SE
HNA,RJSI,JPHNA,2112823,Hanamaki,Iwate,JP
HNB,KHNB,USHNB,4259271,Huntingburg,Indiana,US
HNC,KHSE,USHNC,4470225,Hatteras,North Carolina,US
HND,RJTT,JPHND,1850147,Tokyo,Tokyo,JP
HNE,,USHNE,8986152,Tahneta Pass Lodge,Alaska,US
HNH,PAOH,USHNH,5847155,Hoonah,Alaska,US
HNI,,PGHNI,2096627,Gumana,Morobe,PG
HNL,PHNL,USHNL,5856195,Honolulu,Hawaii,US
HNM,PHHN,USHNM,5855471,Hāna,Hawaii,US
HNN,,PGHNN,2096065,Honinabi,Western Province,PG
HNS,PAHN,USHNS,5846901,Haines,Alaska,US
HNX,,USHNX,5826986,Hanna,Wyoming,US
HNY,ZGHY,CNHNY,1808370,Hengyang,Hunan,CN
HOA,HKHO,KEHOA,196752,Hola,Tana River,KE
HOB,KHOB,USHOB,5471578,Hobbs,New Mexico,US
HOD,OYHD,YEHOD,79415,Al Ḩudaydah,Muḩāfaz̧at al Ḩudaydah,YE
HOE,VLHS,LAHOE,1904432,Ban Houayxay,Bokeo Province,LA
HOF,OEAH,SAHOF,108384,Ar Ruqayyiqah,Eastern Province,SA
HOG,MUHG,CUHOG,3556969,Holguín,Holguín,CU
HOH,LOIH,ATHOH,2780741,Dornbirn,Vorarlberg,AT
HOI,NTTO,PFHOI,4034036,Otepa,Îles Tuamotu-Gambier,PF
HOK,YHOO,AUHOK,8310726,Lajamanu,Northern Territory,AU
HOL,,USHOL,5864106,Holikachuk,Alaska,US
HOM,PAHO,USHOM,5864145,Homer,Alaska,US
HON,KHON,USHON,5228673,Huron,South Dakota,US
HOO,,,1579013,Quang Duc,Ðắk Nông,VN
HOP,KHOP,,7259770,Fort Campbell North,Kentucky,US
HOQ,EDQM,DEHOQ,2902768,Hof,Bavaria,DE
HOR,LPHR,PTHOR,3372988,Horta,Azores,PT
HOT,KHOT,USHOT,4115412,Hot Springs,Arkansas,US
HOU,KHOU,,4699066,Houston,Texas,US
HOV,ENOV,,3336588,Ørsta,Møre og Romsdal,NO
HOX,,MMHOX,1324074,Homalin,Sagain,MM
HOY,,,2642768,Melsetter,Scotland,GB
HPA,NFTL,TOHPA,4032611,Holopeka,Ha‘apai,TO
HPB,PAHP,USHPB,5864197,Hooper Bay,Alaska,US
HPG,,,8509526,Zhujiawan,Hubei,CN
HPH,VVCI,,1581298,Haiphong,Hải Phòng,VN
HPN,KHPN,USHPN,5144336,White Plains,New York,US
HPV,,,5855600,Hanalei,Hawaii,US
HPY,KHPY,USHPY,4672731,Baytown,Texas,US
HQM,KHQM,USHQM,5797693,Hoquiam,Washington,US
HRB,ZYHB,CNHRB,2037013,Harbin,Heilongjiang,CN
HRC,,KZHRC,1537170,Myngadyr,Qaraghandy,KZ
HRE,FVHA,ZWHRE,890299,Harare,Harare,ZW
HRG,HEGN,,361291,Hurghada,Red Sea,EG
HRI,,,1238021,Kurundana,Southern,LK
HRK,UKHH,UAHRK,706483,Kharkiv,Kharkiv,UA
HRL,KHRL,USHRL,4696233,Harlingen,Texas,US
HRM,DAFH,DZZBI,2504110,Berriane,Ghardaia,DZ
HRO,KHRO,USHRO,4113956,Harrison,Arkansas,US
HRR,,COHRR,3737315,Campiña,Tolima,CO
HRS,FAHR,ZAHRS,997751,Harrismith,Orange Free State,ZA
HRT,EGXU,GBHRT,2644427,Linton upon Ouse,England,GB
HSA,KHSA,,4417205,Bay Saint Louis,Mississippi,US
HSC,,,1795874,Shaoguan,Guangdong,CN
HSG,RJFS,JPQSG,1853303,Saga,Saga Prefecture,JP
HSH,KHND,,5506956,Las Vegas,Nevada,US
HSI,KHSI,USHSI,5069802,Hastings,Nebraska,US
HSK,LEHC,,3120514,Huesca,Aragon,ES
HSL,PAHL,USHSL,5864431,Huslia,Alaska,US
HSM,YHSM,AUHSM,2163055,Horsham,Victoria,AU
HSN,ZSZS,,1886762,Zhoushan,Zhejiang,CN
HSP,KHSP,,4765054,Hot Springs,Virginia,US
HSS,VIHR,INHSS,1270022,Hisar,Haryana,IN
HST,KHST,USHST,4159050,Homestead,Florida,US
HSV,KHSV,USHSV,4068590,Huntsville,Alabama,US
HSZ,,TWHSZ,1675151,Hsinchu,Taiwan,TW
HTA,UIAA,RUHTA,2025339,Chita,Transbaikal Territory,RU
HTB,,GPHTB,3578351,Terre-de-Bas,Guadeloupe,GP
HTG,UOHH,RUHTG,2022572,Khatanga,Krasnoyarskiy,RU
HTH,KHTH,USHTH,5499582,Babbitt,Nevada,US
HTI,YBHM,AUHTI,8310714,Hamilton Island,Queensland,AU
HTL,KHTL,USHTL,4996580,Houghton Lake,Michigan,US
HTM,ZMHG,,2030847,Khatgal,Hövsgöl,MN
HTN,ZWTN,CNHTN,1281019,Hotan,Xinjiang Uyghur Autonomous Region,CN
HTO,KHTO,USHTO,7258233,East Hampton North,New York,US
HTR,RORH,JPHTR,1863026,Hateruma,Okinawa,JP
HTS,KHTS,USHTS,4809537,Huntington,West Virginia,US
HTT,,,1281003,Huatugou,Qinghai,CN
HTU,YHPN,AUHTU,2163168,Hopetoun,Victoria,AU
HTV,KUTS,USHTV,4699540,Huntsville,Texas,US
HTW,KHTW,,4525972,Sybene,Ohio,US
HTY,LTDA,,7625765,Gölova,Hatay,TR
HTZ,SKHC,COHTZ,3681008,Municipio Hato Corozal,Casanare,CO
HUA,KHUA,,4068590,Huntsville,Alabama,US
HUB,YHBR,AUHUB,8348386,Yarralin,Northern Territory,AU
HUC,,PRHUC,4565564,Humacao,Humacao,PR
HUD,,USHUD,4861335,Humboldt,Iowa,US
HUE,HAHU,ETHUE,334718,Humera,Tigray,ET
HUF,KHUF,USHUF,4265737,Terre Haute,Indiana,US
HUG,MGHT,GTHUG,3595416,Huehuetenango,Huehuetenango,GT
HUH,NTTH,PFHUH,4034496,Fare,Leeward Islands,PF
HUI,VVPB,VNHUI,1580240,Huế,Thừa Thiên-Huế,VN
HUJ,KHHW,,4539145,Hugo,Oklahoma,US
HUK,,BWHUK,933726,Hukuntsi,Kgalagadi,BW
HUL,KHUL,USHUL,4967563,Houlton,Maine,US
HUM,KHUM,USHUM,4328010,Houma,Louisiana,US
HUN,RCYU,TWHUN,1674504,Hualien City,Taiwan,TW
HUQ,HLON,LYHUQ,2216645,Hūn,Al Jufrah,LY
HUS,PAHU,USHUS,5864351,Hughes,Alaska,US
HUT,KHUT,,4273299,Hutchinson,Kansas,US
HUU,SPNC,PEHUU,3696417,Huánuco,Huanuco,PE
HUW,SWHT,,3664078,Humaitá,Amazonas,BR
HUX,MMBT,,3517251,Huatulco,Oaxaca,MX
HUY,EGNJ,GBHUY,2647878,Grimsby,England,GB
HUZ,ZGHZ,,1806776,Huizhou,Guangdong,CN
HVA,FMNL,MGHVA,1082829,Ambatomanga,,MG
HVB,YHBA,AUHVB,6354957,Hervey Bay,Queensland,AU
HVD,ZMKD,MNHVD,1516048,Khovd,Hovd,MN
HVE,KHVE,USHVE,5540148,Hanksville,Utah,US
HVG,ENHV,NOHVG,779554,Honningsvåg,Finnmark Fylke,NO
HVK,BIHK,ISHVK,3416144,Holmavik,Westfjords,IS
HVM,BIHV,,3415811,Hvammstangi,Northwest,IS
HVN,KHVN,USHVN,4839366,New Haven,Connecticut,US
HVR,KHVR,,5656497,Havre,Montana,US
HVS,KHVS,USHVS,4581261,Hartsville,South Carolina,US
HWA,,PGHWA,2097510,Ewinya,Gulf,PG
HWD,KHWD,USHWD,5355933,Hayward,California,US
HWK,YHAW,AUHWK,2069974,Hawker,South Australia,AU
HWN,FVWN,ZWHWN,886518,Mavele,,ZW
HWO,KHWO,USHWO,4158928,Hollywood,Florida,US
HXD,,,1281263,Gahai,Qinghai,CN
HXX,YHAY,AUHXX,2163774,Hay,New South Wales,AU
HYA,KHYA,USHYA,4940190,Hyannis,Massachusetts,US
HYD,VOHS,INHYD,1269843,Hyderabad,Telangana,IN
HYF,,PGHYF,10177082,Hayfield,East Sepik,PG
HYG,PAHY,,5553646,Hydaburg,Alaska,US
HYN,ZSLQ,CNHYN,1807143,Huangyan,Zhejiang,CN
HYR,KHYR,USHYR,5255882,Hayward,Wisconsin,US
HYS,KHYS,USHYS,4272782,Hays,Kansas,US
HYV,EFHV,,7733318,Mustamännistö,Uusimaa,FI
HYX,KHYX,,7249575,Robin Glen Mobile Home Community,Michigan,US
HZB,LFQT,,3013619,Hazebrouck,Hauts-de-France,FR
HZE,KHZE,,5689557,Hazen,North Dakota,US
HZG,ZLHZ,,1808857,Hanzhong,Shaanxi,CN
HZH,ZUNP,CNLIP,10050799,Xintuan,Guizhou,CN
HZK,BIHU,,2629833,Husavik,Northeast,IS
HZL,KHZL,USHZL,5218730,West Hazleton,Pennsylvania,US
HZP,CYNR,,5955889,Fort MacKay,Alberta,CA
HZR,KHZR,,4337599,Ploup,Louisiana,US
IAA,UOII,RUIAA,1505991,Igarka,Krasnoyarskiy,RU
IAB,KIAB,,4281730,Wichita,Kansas,US
IAD,KIAD,USIAD,4140963,Washington D.C.,"Washington, D.C.",US
IAG,KIAG,USIAG,6087892,Niagara Falls,Ontario,CA
IAH,KIAH,USHOU,4699066,Houston,Texas,US
IAM,DAUZ,DZIAM,2493330,I-n-Amenas,Illizi,DZ
IAN,PAIK,USIAN,5866155,Kiana,Alaska,US
IAO,RPNS,PHIAO,1715212,"Del Carmen, Surigao del Norte",Caraga,PH
IAQ,,IRIAQ,443140,Bahregān,Bushehr,IR
IAR,UUDL,RUIAR,468902,Yaroslavl,Jaroslavl,RU
IAS,LRIA,ROIAS,675810,Iaşi,Iaşi,RO
IAU,,PGIAU,2095859,Iaura,Central Province,PG
IBA,DNIB,NGIBA,2339354,Ibadan,Oyo,NG
IBB,,,3652694,Puerto Villamil,Galápagos,EC
IBE,SKIB,COIBE,3680656,Ibagué,Tolima,CO
IBI,,PGIBI,2095550,Iokea,Gulf,PG
IBL,,,1037173,Mondego,Inhambane,MZ
IBP,SPBR,PEIBP,3938531,Iberia,Madre de Dios,PE
IBR,RJAH,,1862033,Ibaraki,Ōsaka,JP
IBZ,LEIB,ESIBZ,2516479,Ibiza Town,Balearic Islands,ES
ICA,SVIC,VEICA,3639435,Icabarú,Bolívar,VE
ICI,NFCI,FJICI,4036109,Mambula,,FJ
ICK,SMNI,SRICK,3383427,Nieuw Nickerie,Nickerie,SR
ICL,KICL,USICL,4851762,Clarinda,Iowa,US
ICN,RKSI,KRICN,1835848,Seoul,Seoul,KR
ICO,,PHICO,1695877,Paminao,Western Visayas,PH
ICS,,,5588160,Cascade,Idaho,US
ICT,KICT,USICT,4281730,Wichita,Kansas,US
IDA,KIDA,USIDA,5596475,Idaho Falls,Idaho,US
IDB,ESUE,SEIDB,2703880,Idre,Dalarna,SE
IDC,,,1100315,Xavier,Inhambane,MZ
IDF,FZCB,CDIDF,2315579,Idiofa,Bandundu,CD
IDH,KGIC,,5594474,Grangeville,Idaho,US
IDI,KIDI,USIDI,5194868,Indiana,Pennsylvania,US
IDK,YIDK,AUIDK,8641240,Indulkana,South Australia,AU
IDO,SWIY,,3450179,Santa Isabel do Morro,Tocantins,BR
IDP,KIDP,USIDP,4273359,Independence,Kansas,US
IDR,VAID,INIDR,1269743,Indore,Madhya Pradesh,IN
IDY,LFEY,FRIDY,6619599,L'Île-d'Yeu,Pays de la Loire,FR
IEG,EPZG,PLIEG,3104002,Babimost,Lubusz,PL
IEJ,RORE,JPIEJ,1861491,Irieue,Okinawa,JP
IEM,PAWR,,5878018,Whittier,Alaska,US
IEV,UKKK,UAIEV,703448,Kiev,Kyiv City,UA
IFF,YIFY,AUIFF,8600101,Saxby Roundup,Queensland,AU
IFH,OIFE,IRIFH,417472,Shāhīn Shahr,Isfahan,IR
IFJ,BIIS,,3415667,Isafjordur,Westfjords,IS
IFL,YIFL,AUIFL,2162683,Innisfail,Queensland,AU
IFN,OIFM,IRIFN,418863,Isfahan,Isfahan,IR
IFO,UKLI,UAIFO,707471,Ivano-Frankivs’k,Ivano-Frankivsk,UA
IFP,KIFP,USIFP,5287565,Bullhead City,Arizona,US
IFR,LFMI,,3012647,Istres,Provence-Alpes-Côte d'Azur,FR
IFU,,,1337619,Ugoofaaru,Raa Atoll,MV
IGA,MYIG,BSIGA,3571898,Matthew Town,Inagua,BS
IGB,SAVJ,ARIGB,3853786,Ingeniero Jacobacci,Río Negro Province,AR
IGC,KIGC,,4601281,Wilsonville,South Carolina,US
IGD,LTCT,,296485,Yukarıçarıkçı,Iğdır,TR
IGE,,,2400369,Iguéla,Ogooué-Maritime,GA
IGG,PAIG,USIGG,5864529,Igiugig,Alaska,US
IGH,YIGM,AUIGH,2162737,Ingham,Queensland,AU
IGL,LTBL,TRIZM,311046,İzmir,İzmir,TR
IGM,KIGM,USIGM,5301067,Kingman,Arizona,US
IGN,RPMI,PHIGN,1711084,Iligan,Northern Mindanao,PH
IGO,SKIG,COIGO,3686636,Chigorodó,Antioquia,CO
IGR,SARI,ARIGR,3429777,Puerto Iguazú,Misiones Province,AR
IGS,ETSI,,2873992,Manching,Bavaria,DE
IGT,URMS,,6313621,Magas,Ingushetiya,RU
IGU,SBFI,BRIGU,3463030,Foz do Iguaçu,Paraná,BR
IHA,,JPIHA,1855425,Niihama,Ehime,JP
IHC,FQIA,,1045194,Inhaca,Maputo,MZ
IHN,OYQN,YEIHN,71834,Qishn,Al Mahrah,YE
IHO,FMSI,MGIHO,1064275,Ihosy,Ihorombe,MG
IHR,OIZI,IRIHR,1114776,Tomp-e Rīgān,Sistan and Baluchestan,IR
IHU,AYIH,PGIHU,2095746,Ihu,Gulf,PG
IIA,EIMN,IEIIA,7870002,Inisheer,,IE
IIL,OICI,IRIIL,130802,Īlām,Īlām,IR
IIS,AYIA,PGIIS,2092343,Lihon Number 3,Bougainville,PG
IJK,USII,RUIJK,554840,Izhevsk,Udmurtiya,RU
IJU,SSIJ,BRIJU,3461444,Ijuí,Rio Grande do Sul,BR
IJX,KIJX,USIJX,4241704,Jacksonville,Illinois,US
IKA,OIIE,IRIKA,112931,Tehran,Tehrān,IR
IKB,,USIKB,4474582,Knottville,North Carolina,US
IKE,BGIA,,3423260,Ikerasak,Qaasuitsup,GL
IKI,RJDB,JPIKI,1861598,Ishidachō-indōjiura,Saga Prefecture,JP
IKK,KIKK,USIKK,4898182,Kankakee,Illinois,US
IKL,FZGV,CDIKL,216031,Ikela,Équateur,CD
IKO,PAKO,USIKO,5869979,Nikolski,Alaska,US
IKP,YIKM,AUIKP,2158114,Mentana,Queensland,AU
IKS,UEST,RUIKS,2015306,Tiksi,Sakha,RU
IKT,UIII,RUIKT,2023469,Irkutsk,Irkutsk,RU
IKV,KIKV,,4846960,Ankeny,Iowa,US
ILA,WABL,IDILA,8531226,Kabanggie,Papua,ID
ILB,,BRILB,6318649,Selvíria,Mato Grosso do Sul,BR
ILD,LEDA,,3118514,Lleida,Catalonia,ES
ILE,KILE,USILE,4703223,Killeen,Texas,US
ILF,CZBD,CAILF,5982466,Ilford,Manitoba,CA
ILG,KILG,USILG,4145381,Wilmington,Delaware,US
ILI,PAIL,USILI,5864637,Iliamna,Alaska,US
ILK,FMMQ,MGILK,1064217,Ilaka Atsinanana,,MG
ILL,KBDH,USILL,5052916,Willmar,Minnesota,US
ILM,KILM,USILM,4499379,Wilmington,North Carolina,US
ILN,KILN,USILN,4528463,Wilmington,Ohio,US
ILO,RPVI,PHILO,1711005,Iloilo City,Western Visayas,PH
ILP,NWWE,NCILP,2137703,Wapan,,NC
ILQ,SPLO,PEILQ,3938415,Ilo,Moquegua,PE
ILR,DNIL,NGILR,2337639,Ilorin,Kwara,NG
ILU,HKKL,KEILU,187865,Mangelete,Makueni,KE
ILX,,PGILX,2086986,Sekwanam,Madang,PG
ILY,EGPI,GBILY,2640067,Port Ellen,Scotland,GB
ILZ,LZZI,SKILZ,3056508,Žilina,Žilinský,SK
IMA,,PGIMA,2084165,Wagegia,Milne Bay,PG
IMB,SYIB,GYIMB,3661316,Imbaimadai,Cuyuni-Mazaruni,GY
IMF,VEIM,INIMF,1269771,Imphal,Manipur,IN
IMI,,MHIMI,2079864,Warwir,Arno Atoll,MH
IMK,VNST,NPIMK,1282779,Simikot,,NP
IML,KIML,USIML,5696354,Imperial,Nebraska,US
IMM,KIMM,USIMM,4159553,Immokalee,Florida,US
IMN,,PGIMN,8439774,Urint,Morobe,PG
IMO,FEFZ,CFIMO,235826,Zemio,Haut-Mbomou,CF
IMP,SBIZ,BRIMP,3398269,Imperatriz,Maranhão,BR
IMT,KIMT,USIMT,5244380,Aurora,Wisconsin,US
INA,UUYI,RUINA,1505579,Inta,Komi Republic,RU
INB,,BZINB,3581745,Mango Creek,Stann Creek,BZ
INC,ZLIC,CNINC,1786657,Yinchuan,Ningsia Hui Autonomous Region,CN
IND,KIND,USIND,4259418,Indianapolis,Indiana,US
INF,DATG,DZINF,8692933,In Guezzam,Tamanrasset,DZ
ING,SAWA,ARING,3858677,El Calafate,Santa Cruz Province,AR
INH,FQIN,MZINH,1045114,Inhambane,Inhambane,MZ
INI,LYNI,RSINI,787657,Niš,Central Serbia,RS
INJ,YINJ,AUINJ,2162715,Injune,Queensland,AU
INK,KINK,USINK,5534053,Wink,Texas,US
INL,KINL,USINL,5031404,International Falls,Minnesota,US
INM,YINN,AUINM,2162701,Innamincka,South Australia,AU
INN,LOWI,ATINN,2775220,Innsbruck,Tyrol,AT
INO,FZBA,CDINO,2315417,Inongo,Bandundu,CD
INQ,EIIR,IEINQ,7870002,Inisheer,,IE
INR,,,5009004,Sault Ste. Marie,Michigan,US
INS,KINS,USINS,5506040,Indian Springs,Nevada,US
INT,KINT,USINT,4499612,Winston-Salem,North Carolina,US
INU,ANAU,NRINU,7626461,Yaren,Yaren,NR
INV,EGPE,GBINV,2646088,Inverness,Scotland,GB
INW,KINW,USINW,5321473,Winslow,Arizona,US
INX,WASI,,1643103,Inanwatan,West Papua,ID
INY,,ZAINY,8986154,Inyati,Mpumalanga,ZA
INZ,DAUI,DZINZ,6930641,In Salah,Tamanrasset,DZ
IOA,LGIO,GRIOA,261779,Ioánnina,Epirus,GR
IOM,EGNS,IMIOM,3042255,Castletown,Castletown,IM
ION,FCOI,CGION,2259655,Impfondo,Likouala,CG
IOQ,BGIS,,3423000,Isortoq,Sermersooq,GL
IOR,EIIM,IEIOR,3311736,Eararna,Connaught,IE
IOS,SBIL,BRIOS,3461408,Ilhéus,Bahia,BR
IOT,BGLL,,3423179,Illorsuit,Qaasuitsup,GL
IOW,KIOW,USIOW,4862034,Iowa City,Iowa,US
IPA,NVVI,VUIPA,10177573,Ipota,Tafea,VU
IPC,SCIP,CLIPC,4030754,Hanga Roa,Valparaíso,CL
IPE,RPMV,PHIPE,1710612,Ipil,Zamboanga Peninsula,PH
IPG,SWII,BRIPG,3663980,Ipiranga,Amazonas,BR
IPH,WMKI,MYIPH,1734634,Ipoh,Perak,MY
IPI,SKIP,COIPI,3680539,Ipiales,Nariño,CO
IPL,KIPL,USIDO,5359052,Imperial,California,US
IPN,SBIP,BRIPN,3461144,Ipatinga,Minas Gerais,BR
IPT,KIPT,USIPT,5213130,South Williamsport,Pennsylvania,US
IPU,SNIU,BRIPU,3461129,Ipiaú,Bahia,BR
IQA,,,6759174,Ālbū Ghannām,Anbar,IQ
IQM,ZWCM,CNIQM,1280249,Qiemo,Xinjiang Uyghur Autonomous Region,CN
IQN,ZLQY,CNIQN,1797656,Qingcheng,Gansu,CN
IQQ,SCDA,CLIQQ,3887127,Iquique,Tarapacá,CL
IQT,SPQT,PEIQT,3696183,Iquitos,Loreto,PE
IRA,AGGK,SBIRA,2178753,Kirakira,Makira,SB
IRC,PACR,USIRC,5859415,Circle,Alaska,US
IRD,VGIS,BDIRD,1185207,Ishurdi,Rājshāhi,BD
IRE,SNIC,BRIRE,3461013,Irecê,Bahia,BR
IRG,YLHR,AUIRG,8606389,King Park,Queensland,AU
IRI,HTIR,TZIRI,151785,Nduli,Iringa,TZ
IRJ,SANL,ARIRJ,3848950,La Rioja,La Rioja Province,AR
IRK,KIRK,USIRK,5055787,Kirksville,Missouri,US
IRM,,RUIRM,1505965,Igrim,Khanty-Mansiyskiy Avtonomnyy Okrug,RU
IRN,,HNIRN,3605471,Los Mangos,Colón,HN
IRO,FEFI,CFIRO,240210,Birao,Vakaga,CF
IRP,FZJH,CDIRP,215771,Isiro,Orientale,CD
IRS,KIRS,USIRS,5011428,Sturgis,Michigan,US
IRZ,SWTP,,3662489,Santa Isabel do Rio Negro,Amazonas,BR
ISA,YBMA,AUISA,2065594,Mount Isa,Queensland,AU
ISB,OPRN,PKISB,1176615,Islamabad,Islāmābād,PK
ISC,EGHE,GBISC,6943072,St Mary's,England,GB
ISD,,COISD,3680491,Iscuandé,Nariño,CO
ISE,LTFC,TRISE,311073,Isparta,Isparta,TR
ISG,ROIG,,1861416,Ishigaki,Okinawa,JP
ISI,YISF,AUISI,2162577,Isisford,Queensland,AU
ISJ,MMIM,MXISJ,3526756,Isla Mujeres,Quintana Roo,MX
ISK,VAOZ,INISK,1261068,Ozar,Maharashtra,IN
ISL,,USISL,5861021,Dry Creek,Alaska,US
ISM,,USISM,7191226,Sun Friendly Community Village Mobile Home Park,Florida,US
ISN,KISN,USISN,5692947,Williston,North Dakota,US
ISO,KISO,USISO,4474436,Kinston,North Carolina,US
ISP,KISP,USISP,5143866,West Islip,New York,US
ISS,KIWI,USISS,4983359,Wiscasset,Maine,US
IST,LTBA,TRIST,745044,Istanbul,Istanbul,TR
ISU,ORSU,IQISU,98463,As Sulaymānīyah,As Sulaymānīyah,IQ
ISW,KISW,USISW,5279436,Wisconsin Rapids,Wisconsin,US
ITA,SBIC,BRITA,3397893,Itacoatiara,Amazonas,BR
ITB,SBIH,BRITB,3397967,Itaituba,Pará,BR
ITE,,BRITE,3460522,Itumbiara,Goiás,BR
ITH,KITH,USITH,5122432,Ithaca,New York,US
ITI,SNYH,BRITI,3460817,Itambacuri,Minas Gerais,BR
ITK,,PGITK,2096506,Gwarumemase,Central Province,PG
ITM,RJOO,JPOSA,1853909,Osaka,Ōsaka,JP
ITN,SNHA,BRITN,3460949,Itabuna,Bahia,BR
ITO,PHTO,USITO,5855927,Hilo,Hawaii,US
ITP,,,3460733,Itaperuna,Rio de Janeiro,BR
ITQ,SSIQ,BRITQ,3460629,Itaqui,Rio Grande do Sul,BR
ITR,SBIT,,3460522,Itumbiara,Goiás,BR
ITU,UHSI,,2124466,Kitovyy,Hokkaido,JP
IUE,NIUE,NUIUE,4036284,Alofi,,NU
IUI,,,8435673,Innarsuit Settlement,,GL
IUL,,,8531224,Kagime,Papua,ID
IUS,,PGIUS,2084041,Wakunai,Bougainville,PG
IVA,FMNJ,,1062902,Madirofolo,,MG
IVC,NZNV,NZIVC,2189529,Invercargill,Southland,NZ
IVG,LYBR,MEIVG,3199071,Berane,Berane,ME
IVH,,USIVH,5873167,Sagwon,Alaska,US
IVL,EFIV,FIIVL,656220,Ivalo,Lapland,FI
IVR,YIVL,AUIVR,2162662,Inverell,New South Wales,AU
IWA,UUBI,RUIWA,555312,Иваново,Ivanovo,RU
IWD,KIWD,USIWD,4997249,Ironwood,Michigan,US
IWJ,RJOW,JPIWJ,1857594,Masuda,Shimane,JP
IWK,RJOI,,1861212,Iwakuni,Yamaguchi,JP
IWO,RJAW,JPIWO,2111937,Minami,Tokyo,JP
IWS,KIWS,,4699066,Houston,Texas,US
IXA,VEAT,INIXA,1279290,Agartala,Tripura,IN
IXB,VEBD,INIXB,1256525,Shiliguri,West Bengal,IN
IXC,VICG,INIXC,1274746,Chandigarh,Chandigarh,IN
IXD,VIAL,INIXD,1278994,Allahābād,Uttar Pradesh,IN
IXE,VOML,INIXE,1263780,Mangalore,Karnataka,IN
IXG,VABM,INIXG,1276533,Belgaum,Karnataka,IN
IXH,VEKR,INIXH,1268622,Kailāshahar,Tripura,IN
IXI,VELR,INIXI,1261181,North Lakhimpur,Assam,IN
IXJ,VIJU,INIXJ,1269321,Jammu,Kashmir,IN
IXK,VAKS,INIXK,1267227,Keshod,Gujarat,IN
IXL,VILH,INIXL,1264976,Leh,Kashmir,IN
IXM,VOMD,INIXM,1264521,Madurai,Tamil Nadu,IN
IXN,VEKW,INIXN,1266649,Khowai,Tripura,IN
IXP,VIPK,INIXP,10686901,Beli,Himachal Pradesh,IN
IXQ,VEKM,INIXQ,1270488,Halhahli,Tripura,IN
IXR,VERC,INIXR,1258526,Ranchi,Jharkhand,IN
IXS,VEKU,INIXS,1256287,Silchar,Assam,IN
IXT,VEPG,INIXT,1260206,Pāsighāt,Arunachal Pradesh,IN
IXU,VAAU,INIXU,1278149,Aurangabad,Maharashtra,IN
IXV,VEAN,INIXV,1278969,Along,Arunachal Pradesh,IN
IXW,VEJS,INIXW,1269300,Jamshedpur,Jharkhand,IN
IXY,VAKE,INIXY,1268124,Kāndla,Gujarat,IN
IXZ,VOPB,INIXZ,1259385,Port Blair,Andaman and Nicobar Islands,IN
IYK,KIYK,USIYK,5359623,Inyokern,California,US
IYS,PAWS,,5877641,Wasilla,Alaska,US
IZA,SBZM,,3462384,Goianá,Minas Gerais,BR
IZO,RJOC,JPIZO,1861084,Izumo,Shimane,JP
IZT,,MXIZT,3526674,San Jerónimo Ixtepec,Oaxaca,MX
JAA,OAJL,AFJAA,1473022,Nahr-e Shāhī,Nangarhar,AF
JAB,YJAB,AUJAB,7290714,Jabiru,Northern Territory,AU
JAC,KJAC,USJAC,5828648,Jackson,Wyoming,US
JAD,YPJT,AUJAD,2063523,Perth,Western Australia,AU
JAE,,,4180439,Atlanta,Georgia,US
JAF,VCCJ,LKJAF,1242833,Jaffna,Northern Province,LK
JAG,OPJA,PKJAG,1176515,Jacobābād,Sindh,PK
JAH,,,3036433,Aubagne,Provence-Alpes-Côte d'Azur,FR
JAI,VIJP,INJAI,1269515,Jaipur,Rajasthan,IN
JAK,MTJA,HTJAK,3723779,Jacmel,Sud-Est,HT
JAL,MMJA,MXJAL,3526617,Xalapa,Veracruz,MX
JAM,LBIA,BGJAM,725578,Yambol,Yambol,BG
JAN,KJAN,USJAN,4431410,Jackson,Mississippi,US
JAO,,,4180439,Atlanta,Georgia,US
JAP,MRCH,CRJAP,3622228,Puntarenas,Puntarenas,CR
JAQ,AYJB,PGJAQ,2091564,Manginuna,East New Britain,PG
JAR,,,6680844,Shakībā,Fars,IR
JAT,,MHJAT,7306526,Jabat,Jabat Island,MH
JAU,SPJJ,PEJAU,3937733,Jauja,Junín Region,PE
JAV,BGJN,GLJAV,3423146,Ilulissat,Qaasuitsup,GL
JAX,KJAX,USJAX,4160021,Jacksonville,Florida,US
JBB,,,7083295,Wirajaya,East Java,ID
JBQ,MDJB,,3502287,La Isabela,Santo Domingo,DO
JBR,KJBR,USJBR,4116834,Jonesboro,Arkansas,US
JBT,,,5880568,Bethel,Alaska,US
JCA,,,3028808,Cannes,Provence-Alpes-Côte d'Azur,FR
JCB,SSJA,BRJCB,3459869,Joaçaba,Santa Catarina,BR
JCD,,,4795479,Christiansted,Saint Croix Island,VI
JCE,,,5378538,Oakland,California,US
JCH,BGCH,GLJCH,3420768,Qasigiannguit,Qaasuitsup,GL
JCI,KIXD,USNXC,4393217,Kansas City,Missouri,US
JCJ,,,1846266,Jeju City,Jeju-do,KR
JCK,YJLC,AUJCK,2162098,Julia Creek,Queensland,AU
JCM,SNJB,BRJCM,3460344,Jacobina,Bahia,BR
JCN,,,1843564,Incheon,Incheon,KR
JCR,SBEK,BRJCR,3397763,Jacareacanga,Pará,BR
